epoch,t,x,u_ref,u_pred,phy_loss,data_loss,phys_eff,bc_loss,u_pred_grad,phy_loss_grad,bc_loss_grad,entk,phy_loss_hessian,bc_loss_hessian
2000,0.36136,0.88388,0.23824,-0.12096,0.03236,0.12902,0.25083,0.07757,4.00967,62.48230,0.67942,16.07747,575.05640,62.74198
2000,0.21922,0.21221,0.28240,0.31581,0.11235,0.00112,100.64530,0.07757,3.95128,147.72659,0.67942,15.61263,1101.18494,62.74198
2000,0.85786,0.96697,0.24817,-0.03582,0.80453,0.08065,9.97591,0.07757,4.90274,19.50009,0.67942,24.03683,276.64478,62.74198
2000,0.93594,0.28328,0.72292,0.25967,0.02332,0.21461,0.10868,0.07757,5.14602,14.21821,0.67942,26.48155,159.04221,62.74198
2000,0.36937,0.71672,-0.73073,-0.26346,0.88961,0.21834,4.07452,0.07757,4.08841,89.26151,0.67942,16.71506,405.60062,62.74198
2000,0.11912,0.18519,0.04293,0.50853,0.12574,0.21678,0.58005,0.07757,4.07660,46.30682,0.67942,16.61865,386.96991,62.74198
2000,0.40641,0.82983,-0.12698,-0.20996,0.01365,0.00689,1.98206,0.07757,4.09574,64.44917,0.67942,16.77507,533.06348,62.74198
2000,0.58859,0.54054,-0.99084,-0.67982,0.66205,0.09673,6.84415,0.07757,4.17653,35.23426,0.67942,17.44337,365.56674,62.74198
2000,0.23123,0.67568,0.45828,0.22467,1.23748,0.05457,22.67523,0.07757,3.88316,72.79706,0.67942,15.07890,423.22668,62.74198
2000,0.08709,0.07708,-0.03394,0.31035,0.06334,0.11854,0.53431,0.07757,4.23962,34.49643,0.67942,17.97439,399.20566,62.74198
2000,0.62062,0.14815,-0.80206,-0.31647,0.01036,0.23579,0.04394,0.07757,4.36265,59.73377,0.67942,19.03267,578.15741,62.74198
2000,0.04104,0.48048,0.90276,0.89896,2.21322,0.00001,152979.12500,0.07757,4.02824,85.75108,0.67942,16.22674,1264.44714,62.74198
2000,0.43944,0.45045,-0.93146,-0.65611,0.03830,0.07581,0.50518,0.07757,3.95163,60.80622,0.67942,15.61538,1004.99268,62.74198
2000,0.07908,0.11912,0.11954,0.41404,0.24951,0.08673,2.87676,0.07757,4.18846,47.99073,0.67942,17.54319,314.05234,62.74198
2000,0.14715,0.53854,0.40013,0.40951,1.11039,0.00009,12643.36523,0.07757,4.17974,147.65829,0.67942,17.47019,1258.72754,62.74198
4000,0.81882,0.34434,0.44322,0.24086,0.00046,0.04095,0.01124,0.03179,6.41020,101.66196,0.60303,41.09070,569.33862,100.02657
4000,0.49149,0.70370,-0.53248,-0.79652,0.14899,0.06972,2.13718,0.03179,5.55162,52.80292,0.60303,30.82051,613.98352,100.02657
4000,0.94494,0.65566,0.91670,0.74916,0.32258,0.02807,11.49189,0.03179,6.03264,40.01938,0.60303,36.39270,699.18787,100.02657
4000,0.07908,0.99499,0.02654,-0.05345,0.91861,0.00640,143.56897,0.03179,5.63241,141.76700,0.60303,31.72399,1441.46155,100.02657
4000,0.87287,0.85686,0.78960,0.25665,0.21780,0.28404,0.76679,0.03179,5.95366,35.52705,0.60303,35.44605,587.17792,100.02657
4000,0.42843,0.53954,-0.94751,-0.89153,0.06772,0.00313,21.61395,0.03179,5.32108,76.16045,0.60303,28.31394,733.11279,100.02657
4000,0.05305,0.68068,0.88674,0.85305,2.03373,0.00113,1792.63098,0.03179,5.69090,223.41145,0.60303,32.38634,2641.36230,100.02657
4000,0.38438,0.24424,-0.55408,-0.49151,0.10930,0.00392,27.91585,0.03179,5.22208,45.78370,0.60303,27.27015,697.42395,100.02657
4000,0.65766,0.99900,0.00256,0.01337,0.03678,0.00012,314.73257,0.03179,5.93230,104.82005,0.60303,35.19220,932.82489,100.02657
4000,0.27427,0.43143,-0.45943,-0.22218,0.03004,0.05629,0.53364,0.03179,5.44757,80.39842,0.60303,29.67599,888.31927,100.02657
4000,0.06206,0.16416,0.46100,0.51426,0.63953,0.00284,225.49332,0.03179,5.34493,69.92355,0.60303,28.56825,1106.85229,100.02657
4000,0.48549,0.68569,-0.49342,-0.81418,0.10692,0.10289,1.03914,0.03179,5.52565,50.98729,0.60303,30.53282,532.39648,100.02657
4000,0.21722,0.42342,-0.08007,0.11703,0.10253,0.03885,2.63930,0.03179,5.62009,121.69147,0.60303,31.58541,1715.75366,100.02657
4000,0.93894,0.48649,0.92341,0.88935,0.21575,0.00116,185.98273,0.03179,5.91756,72.64103,0.60303,35.01748,918.80469,100.02657
4000,0.14414,0.15415,-0.12649,0.13493,1.84322,0.06834,26.97156,0.03179,5.36024,165.18980,0.60303,28.73214,988.16663,100.02657
4000,0.88689,0.66466,0.23902,0.62625,0.35835,0.14995,2.38978,0.03179,6.01270,52.36923,0.60303,36.15261,983.05634,100.02657
4000,0.33534,0.94494,0.08526,-0.03780,1.18620,0.01514,78.32874,0.03179,5.36021,53.85018,0.60303,28.73186,1370.70740,100.02657
4000,0.88589,0.44444,1.05177,0.72970,1.04662,0.10373,10.09024,0.03179,6.49398,95.49861,0.60303,42.17182,951.21979,100.02657
4000,0.98498,0.47147,0.82847,0.90144,0.01770,0.00532,3.32489,0.03179,5.95946,48.17290,0.60303,35.51513,605.27582,100.02657
4000,0.80280,0.74775,0.23536,0.27423,0.77275,0.00151,511.38980,0.03179,5.93605,84.16161,0.60303,35.23665,1051.94653,100.02657
4000,0.71371,0.24324,-0.13044,-0.13576,0.03791,0.00003,1337.71838,0.03179,5.74469,32.20773,0.60303,33.00147,743.17719,100.02657
4000,0.79379,0.51351,0.30974,0.21186,0.11719,0.00958,12.23341,0.03179,7.10965,30.53424,0.60303,50.54715,2501.68848,100.02657
4000,0.39039,0.76276,-0.44967,-0.38827,0.00586,0.00377,1.55457,0.03179,5.87069,25.53574,0.60303,34.46503,1698.35754,100.02657
4000,0.55155,0.06507,-0.09332,-0.11771,0.09313,0.00059,156.63893,0.03179,5.41582,67.22642,0.60303,29.33106,1177.09766,100.02657
4000,0.89189,0.22523,0.36615,0.34203,0.01193,0.00058,20.51392,0.03179,6.41949,80.59874,0.60303,41.20979,1006.66235,100.02657
4000,0.45145,0.15015,-0.27019,-0.37222,0.01771,0.01041,1.70116,0.03179,5.22130,64.29795,0.60303,27.26202,739.76074,100.02657
4000,0.89690,0.23023,0.42297,0.36919,0.00080,0.00289,0.27711,0.03179,6.50059,73.86493,0.60303,42.25771,1191.68030,100.02657
4000,0.94595,0.66867,0.90345,0.72942,0.28339,0.03029,9.35703,0.03179,6.04893,37.77375,0.60303,36.58958,701.24835,100.02657
4000,0.21622,0.89790,-0.25033,-0.00539,4.67742,0.06000,77.96294,0.03179,5.47200,136.88838,0.60303,29.94274,1468.69653,100.02657
4000,0.57457,0.42643,-0.74920,-0.77085,0.00939,0.00047,20.02923,0.03179,5.45032,35.65271,0.60303,29.70596,352.76352,100.02657
4000,0.25325,0.56657,0.34992,0.17535,0.00189,0.03048,0.06186,0.03179,5.43949,99.65474,0.60303,29.58809,1242.69055,100.02657
4000,0.11011,0.68869,0.31456,0.41564,6.91031,0.01022,676.31152,0.03179,5.32976,123.53420,0.60303,28.40635,1924.53821,100.02657
6000,0.27928,0.24224,-0.09009,-0.26583,0.00586,0.03089,0.18978,0.01817,6.00519,164.82785,0.45382,36.06227,1772.45142,108.80159
6000,0.08609,0.67668,0.50608,0.51741,0.56559,0.00013,4406.55566,0.01817,5.86968,182.98094,0.45382,34.45316,2780.67798,108.80159
6000,0.73774,0.75576,-0.08786,0.00546,0.14281,0.00871,16.39753,0.01817,6.28274,133.95352,0.45382,39.47279,1566.11475,108.80159
6000,0.91692,0.26326,0.67895,0.64621,0.20975,0.00107,195.69437,0.01817,6.66205,50.54831,0.45382,44.38286,2949.40576,108.80159
6000,0.28929,0.32132,-0.42196,-0.42857,0.06835,0.00004,1563.40027,0.01817,5.58248,98.70470,0.45382,31.16410,1669.01025,108.80159
6000,0.02803,0.14214,0.79737,0.72048,2.13728,0.00591,361.57040,0.01817,5.78311,191.83235,0.45382,33.44434,2531.27686,108.80159
6000,0.12212,0.58258,0.26618,0.32906,0.30971,0.00395,78.31697,0.01817,5.68855,218.66708,0.45382,32.35958,1441.04712,108.80159
6000,0.59860,0.80080,-0.24216,-0.53046,0.29222,0.08311,3.51596,0.01817,6.34979,86.01521,0.45382,40.31982,1234.67078,108.80159
6000,0.13814,0.81782,0.70613,0.49795,1.13277,0.04334,26.13773,0.01817,5.52748,155.61732,0.45382,30.55305,2314.78369,108.80159
6000,0.41942,0.86186,-0.15124,-0.28784,0.06875,0.01866,3.68480,0.01817,6.21409,29.87083,0.45382,38.61493,3923.38940,108.80159
6000,0.96296,0.31732,0.59363,0.87309,0.03128,0.07810,0.40048,0.01817,6.06948,83.51896,0.45382,36.83853,861.64380,108.80159
6000,0.49349,0.00501,0.01530,-0.04135,1.87092,0.00321,583.11615,0.01817,5.57344,42.12525,0.45382,31.06323,1312.53442,108.80159
6000,0.60260,0.27928,-0.46262,-0.56184,1.06563,0.00984,108.24321,0.01817,5.52446,63.17318,0.45382,30.51965,1368.59692,108.80159
6000,0.95896,0.71371,0.87013,0.70434,0.01800,0.02749,0.65495,0.01817,6.21259,46.31861,0.45382,38.59634,1981.05627,108.80159
6000,0.97297,0.95295,-0.07168,0.17572,0.02780,0.06121,0.45421,0.01817,6.63183,34.59185,0.45382,43.98117,2746.28345,108.80159
6000,0.15415,0.16416,-0.04820,0.09848,0.17056,0.02152,7.92730,0.01817,5.81827,93.91193,0.45382,33.85231,3065.64404,108.80159
6000,0.50951,0.32232,-1.22988,-0.97159,1.55169,0.06672,23.25757,0.01817,5.44773,159.16570,0.45382,29.67776,1342.46643,108.80159
6000,0.85786,0.00901,-0.03358,0.00844,0.16680,0.00177,94.46972,0.01817,5.85452,26.67172,0.45382,34.27535,473.84079,108.80159
6000,0.81481,0.57257,0.36284,0.43741,0.82046,0.00556,147.54945,0.01817,6.26139,115.85928,0.45382,39.20498,1028.67102,108.80159
6000,0.20020,0.46847,0.24576,0.25641,0.27695,0.00011,2439.99414,0.01817,5.97657,189.41463,0.45382,35.71940,3471.18604,108.80159
6000,0.82282,0.65566,0.27112,0.47161,0.55186,0.04020,13.72871,0.01817,5.88563,68.27640,0.45382,34.64070,1759.42468,108.80159
6000,0.85185,0.65966,0.14486,0.53985,0.25463,0.15602,1.63206,0.01817,5.87300,60.28466,0.45382,34.49208,1155.87048,108.80159
6000,0.63463,0.01201,-0.09801,-0.09782,2.21489,0.00000,61030156.00000,0.01817,5.85965,147.68326,0.45382,34.33554,2023.04480,108.80159
6000,0.27127,0.22823,0.02868,-0.15418,0.27162,0.03344,8.12261,0.01817,6.16391,62.97571,0.45382,37.99382,4536.77393,108.80159
6000,0.05606,0.37037,0.78136,0.76545,0.45478,0.00025,1795.58264,0.01817,5.76392,55.94478,0.45382,33.22281,3869.60571,108.80159
6000,0.16917,0.38639,0.67569,0.63886,0.00250,0.00136,1.84410,0.01817,6.50144,157.48961,0.45382,42.26875,4214.15576,108.80159
6000,0.35536,0.47748,-0.49018,-0.60540,0.18065,0.01328,13.60643,0.01817,5.75575,113.12133,0.45382,33.12862,2242.48877,108.80159
6000,0.78278,0.78378,-0.01142,0.19777,0.71768,0.04376,16.39878,0.01817,6.24912,48.68417,0.45382,39.05149,3335.44141,108.80159
6000,0.03504,0.07407,0.48042,0.44403,2.90792,0.00132,2195.81030,0.01817,5.98725,227.17557,0.45382,35.84716,2674.89795,108.80159
6000,0.42242,0.75876,-0.58701,-0.66726,0.20773,0.00644,32.26048,0.01817,5.64916,112.06699,0.45382,31.91296,714.29285,108.80159
6000,0.61562,0.89389,0.22792,-0.21040,0.00625,0.19212,0.03254,0.01817,6.51357,74.75768,0.45382,42.42657,1882.32153,108.80159
6000,0.53353,0.58458,-0.65286,-0.90084,0.00374,0.06149,0.06076,0.01817,5.49450,18.67355,0.45382,30.18957,397.41553,108.80159
8000,0.05806,0.86687,0.32402,0.27200,0.03324,0.00271,12.28139,0.01499,6.27742,39.43357,0.44389,39.40599,4388.05225,113.58269
8000,0.24324,0.36236,-0.44807,-0.29758,0.33463,0.02265,14.77611,0.01499,5.81846,205.33781,0.44389,33.85443,2226.66357,113.58269
8000,0.11912,0.29730,0.86606,0.80398,0.00030,0.00385,0.07838,0.01499,6.14023,190.51155,0.44389,37.70239,2694.89014,113.58269
8000,0.32432,0.93894,0.01581,-0.16433,0.98152,0.03245,30.24683,0.01499,5.56959,68.30166,0.44389,31.02030,1687.80505,113.58269
8000,0.19419,0.68769,0.34456,0.23570,0.12416,0.01185,10.47707,0.01499,5.49235,109.52366,0.44389,30.16595,2486.18799,113.58269
8000,0.21121,0.12913,0.37549,0.20276,0.00827,0.02983,0.27721,0.01499,5.78986,149.82889,0.44389,33.52242,885.93872,113.58269
8000,0.67367,0.06507,-0.21788,-0.10878,0.07188,0.01190,6.03868,0.01499,5.61393,107.33683,0.44389,31.51619,2765.79077,113.58269
8000,0.39840,0.87187,0.10109,-0.11630,0.00004,0.04726,0.00086,0.01499,6.06341,164.63675,0.44389,36.76495,2246.45239,113.58269
8000,0.07608,0.40340,1.00411,0.94085,0.01402,0.00400,3.50193,0.01499,5.77064,157.18979,0.44389,33.30028,1931.75317,113.58269
8000,0.95295,0.86386,0.20928,0.33587,0.88524,0.01602,55.24681,0.01499,6.61444,92.26354,0.44389,43.75079,3107.22217,113.58269
8000,0.30430,0.22422,-0.18415,-0.36943,0.11505,0.03433,3.35137,0.01499,5.85638,202.08809,0.44389,34.29713,947.85986,113.58269
8000,0.91592,0.86286,0.61581,0.40752,0.57398,0.04338,13.23004,0.01499,6.06592,100.49317,0.44389,36.79537,1894.10291,113.58269
8000,0.25425,0.89890,-0.48324,-0.28988,0.52701,0.03739,14.09495,0.01499,5.43115,152.92606,0.44389,29.49737,1881.10693,113.58269
8000,0.25025,0.15616,0.46142,0.22062,0.02476,0.05798,0.42709,0.01499,5.76292,206.40332,0.44389,33.21130,1486.47205,113.58269
8000,0.25025,0.54454,0.26393,0.14437,0.14224,0.01430,9.94997,0.01499,6.08084,101.31425,0.44389,36.97659,3884.54443,113.58269
8000,0.91892,0.59159,0.63157,0.83631,0.15573,0.04192,3.71492,0.01499,6.07809,33.72903,0.44389,36.94321,3138.13672,113.58269
8000,0.28428,0.14815,0.21598,0.03975,0.05050,0.03106,1.62626,0.01499,6.14450,176.38893,0.44389,37.75486,2824.43921,113.58269
8000,0.24725,0.20320,0.28702,0.14414,0.00029,0.02041,0.01433,0.01499,5.99956,216.46652,0.44389,35.99475,1225.95105,113.58269
8000,0.44144,0.80881,-0.56066,-0.61894,0.07071,0.00340,20.81483,0.01499,5.87370,142.41879,0.44389,34.50032,971.42145,113.58269
8000,0.18819,0.75576,0.26226,0.18966,0.12580,0.00527,23.86721,0.01499,5.52306,216.34068,0.44389,30.50424,2519.54077,113.58269
8000,0.63063,0.92192,0.24589,-0.05603,0.88587,0.09115,9.71832,0.01499,6.02230,110.27380,0.44389,36.26814,1052.34607,113.58269
8000,0.24525,0.53954,0.26628,0.16097,0.09728,0.01109,8.77170,0.01499,6.06056,112.74494,0.44389,36.73037,4574.87354,113.58269
8000,0.18218,0.47447,0.43301,0.40845,0.27051,0.00060,448.34134,0.01499,5.91854,282.91968,0.44389,35.02914,1398.20789,113.58269
8000,0.71171,0.19119,0.05786,-0.08507,0.08796,0.02043,4.30593,0.01499,5.87820,19.44562,0.44389,34.55319,2848.49780,113.58269
8000,0.36136,0.99600,0.01558,-0.07392,1.00113,0.00801,124.96890,0.01499,5.65474,48.88139,0.44389,31.97603,1832.41577,113.58269
8000,0.10210,0.46747,0.96375,0.92219,0.47266,0.00173,273.68704,0.01499,5.79380,226.19652,0.44389,33.56816,1729.07117,113.58269
8000,0.26727,0.48649,-0.18485,-0.20201,0.60494,0.00029,2054.66431,0.01499,5.88662,153.47345,0.44389,34.65227,1213.68359,113.58269
8000,0.66567,0.78879,-0.18915,-0.27211,0.21087,0.00688,30.64158,0.01499,6.35626,109.17169,0.44389,40.40201,2630.34497,113.58269
8000,0.12312,0.27628,0.70778,0.66529,0.00399,0.00181,2.21075,0.01499,6.28117,117.60150,0.44389,39.45308,4358.54785,113.58269
8000,0.02603,0.82783,0.17894,0.19149,0.87513,0.00016,5551.38818,0.01499,6.21012,170.19380,0.44389,38.56564,4507.00537,113.58269
8000,0.24324,0.09910,0.47993,0.22175,0.02882,0.06666,0.43230,0.01499,5.70687,162.45691,0.44389,32.56831,1253.00842,113.58269
8000,0.56857,0.52052,-0.92610,-0.93494,0.05230,0.00008,669.65698,0.01499,5.58643,107.79816,0.44389,31.20825,1399.71094,113.58269
10000,0.09009,0.29329,0.83764,0.85727,1.10992,0.00039,2881.54126,0.01527,5.96248,192.04306,0.88497,35.55113,3740.63770,111.87589
10000,0.55956,0.27327,-0.71513,-0.64557,1.25819,0.00484,260.01221,0.01527,5.76364,180.29277,0.88497,33.21958,2014.06763,111.87589
10000,0.85986,0.76877,0.53141,0.55961,0.03315,0.00079,41.70283,0.01527,5.74841,37.75708,0.88497,33.04426,1920.91125,111.87589
10000,0.24424,0.25025,0.02403,0.05936,0.38898,0.00125,311.59967,0.01527,6.29677,76.35384,0.88497,39.64927,5218.17188,111.87589
10000,0.52052,0.72072,-0.60623,-0.66710,0.18462,0.00370,49.83500,0.01527,5.71673,35.59821,0.88497,32.68105,1097.08105,111.87589
10000,0.42342,0.39640,-0.67292,-0.77933,0.00580,0.01132,0.51198,0.01527,6.37539,109.18975,0.88497,40.64562,6664.47754,111.87589
10000,0.35536,0.14515,-0.69692,-0.54572,0.00140,0.02286,0.06103,0.01527,5.73710,196.75000,0.88497,32.91426,2273.96362,111.87589
10000,0.97497,0.18519,0.83682,0.63581,0.39385,0.04041,9.74717,0.01527,5.95105,106.21572,0.88497,35.41503,1622.77869,111.87589
10000,0.66967,0.71171,-0.48076,-0.42530,3.73656,0.00307,1215.14746,0.01527,6.56800,193.92213,0.88497,43.13861,3654.27979,111.87589
10000,0.05005,0.60260,1.04984,1.08580,0.68997,0.00129,533.61084,0.01527,6.31296,227.15398,0.88497,39.85347,2901.93628,111.87589
10000,0.92993,0.12713,0.25725,0.32122,1.03010,0.00409,251.66795,0.01527,6.49817,82.12115,0.88497,42.22616,4625.05127,111.87589
10000,0.91592,0.50050,0.86203,0.96655,0.00301,0.01092,0.27540,0.01527,5.90257,160.98358,0.88497,34.84032,1225.98572,111.87589
10000,0.55556,0.15616,-0.36247,-0.42340,0.43001,0.00371,115.83796,0.01527,6.05603,202.89917,0.88497,36.67554,3823.66870,111.87589
10000,0.59960,0.95195,0.10610,-0.01049,0.05726,0.01359,4.21282,0.01527,5.88801,85.20210,0.88497,34.66872,1834.21851,111.87589
10000,0.98498,0.88989,-0.11915,0.15834,0.01183,0.07700,0.15370,0.01527,6.65653,201.05812,0.88497,44.30934,2758.84375,111.87589
10000,0.02503,0.05105,0.39968,0.40730,1.66546,0.00006,28713.92969,0.01527,6.28968,235.09868,0.88497,39.56002,3347.43506,111.87589
10000,0.79279,0.91892,-0.13543,0.01400,1.64992,0.02233,73.89698,0.01527,6.08401,182.45074,0.88497,37.01517,1723.95264,111.87589
10000,0.80080,0.94595,-0.03800,0.01787,2.27525,0.00312,728.81671,0.01527,5.95331,190.41185,0.88497,35.44193,3043.70776,111.87589
10000,0.08108,0.28328,0.76980,0.79315,2.90901,0.00055,5336.29688,0.01527,5.85970,223.50951,0.88497,34.33605,2742.02490,111.87589
10000,0.55556,0.78178,-0.62868,-0.56883,1.77974,0.00358,496.89679,0.01527,5.93209,132.58469,0.88497,35.18972,2013.28223,111.87589
10000,0.03403,0.04805,0.33316,0.35065,3.66663,0.00031,11980.19824,0.01527,6.14845,250.78406,0.88497,37.80347,2566.41309,111.87589
10000,0.83083,0.73874,0.32448,0.49673,0.31750,0.02967,10.70040,0.01527,5.78693,58.05348,0.88497,33.48852,2181.20044,111.87589
10000,0.37237,0.28128,-0.34644,-0.43960,0.46243,0.00868,53.28730,0.01527,5.65412,57.21451,0.88497,31.96907,1721.87463,111.87589
10000,0.04304,0.78278,0.51369,0.55208,16.03817,0.00147,10884.79297,0.01527,5.97659,236.17709,0.88497,35.71965,3061.43433,111.87589
10000,0.34334,0.77778,-0.23607,-0.15326,0.51522,0.00686,75.14197,0.01527,5.87893,191.75664,0.88497,34.56181,1426.45044,111.87589
10000,0.41942,0.43043,-0.68539,-0.82691,0.08880,0.02003,4.43401,0.01527,6.10923,218.06680,0.88497,37.32267,3936.64966,111.87589
