epoch,total_loss
227,2.597584
228,2.031989
229,2.800117
230,2.582292
231,2.160508
232,3.090325
233,2.180174
234,2.833144
235,2.362179
236,2.341109
237,2.618436
238,1.999479
239,2.565370
240,2.736367
241,2.602938
242,2.548743
243,2.112804
244,2.052012
245,2.074573
246,1.916529
247,2.231265
248,1.908576
249,1.989854
250,1.730036
251,1.762479
252,2.213362
253,1.521782
254,1.660853
255,2.032281
256,1.806507
257,2.374621
258,2.264062
259,1.663018
260,1.642713
261,2.340903
262,1.717759
263,2.462618
264,1.778054
265,1.869392
266,2.471961
267,1.575289
268,1.564446
269,1.752005
270,1.897005
271,1.973549
272,1.431404
273,1.544986
274,2.245111
275,1.915642
276,2.069200
277,1.615170
278,1.985024
279,1.696247
280,2.016514
281,1.792786
282,1.889575
283,1.853668
284,1.883230
285,1.949304
286,1.733260
287,2.004108
288,1.762284
289,1.885833
290,2.061898
291,1.807260
292,2.514172
293,2.520238
294,2.043763
295,1.935940
296,1.778126
297,1.846045
298,2.263326
299,2.632842
300,1.940314
301,1.738882
302,1.645933
303,1.895433
304,1.644182
305,1.851649
306,2.033697
307,2.361691
308,1.887671
309,1.886083
310,2.080993
311,1.915795
312,1.817685
313,1.808228
314,1.971620
315,2.109139
316,2.004341
317,2.294047
318,1.683374
319,1.664297
320,1.381308
321,2.075469
322,1.831012
323,2.383232
324,1.814262
325,1.592192
326,2.241458
327,1.801413
328,1.579726
329,1.717323
330,1.857404
331,1.813063
332,1.486580
333,1.839857
334,2.198003
335,1.439574
336,1.433331
337,2.095395
338,2.098846
339,1.981239
340,2.029418
341,2.151857
342,1.863041
343,2.199976
344,1.642687
345,1.529560
346,1.826919
347,1.424414
348,1.486253
349,2.160362
350,1.434124
351,2.005310
352,1.837498
353,1.673427
354,2.013608
355,1.897465
356,1.949498
357,1.912493
358,1.950764
359,1.975452
360,1.984094
361,1.628022
362,2.085532
363,1.897030
364,1.996235
365,1.627036
366,2.264504
367,2.087647
368,1.945114
369,1.919436
370,1.753142
371,1.801374
372,1.856343
373,1.952457
374,1.975650
375,2.068176
376,2.234062
377,1.688498
378,1.802550
379,1.657999
380,1.764094
381,1.636482
382,1.648956
383,1.662158
384,1.646606
385,1.743987
386,1.604028
387,1.724725
388,1.426399
389,2.105129
390,1.705058
391,2.066177
392,1.676352
393,1.877576
394,1.495739
395,1.906258
396,2.429028
397,2.199887
398,1.731070
399,1.798647
400,1.430221
401,1.960368
402,1.949817
403,1.749903
404,2.282646
405,1.848567
406,1.764950
407,1.862215
408,1.990863
409,1.991274
410,1.529855
411,2.142999
412,1.720605
413,1.350319
414,2.179409
415,2.192069
416,2.054342
417,2.100428
418,1.756274
419,1.976192
420,1.475808
421,1.569106
422,1.626666
423,1.927401
424,2.029444
425,1.812764
426,1.655946
427,1.911569
428,1.640585
429,1.708135
430,1.515843
431,1.659728
432,2.014817
433,1.769452
434,1.505989
435,1.602141
436,1.592014
437,1.400817
438,1.903958
439,1.748021
440,1.161511
441,1.158525
442,1.622554
443,1.658138
444,1.779506
445,2.327419
446,1.621322
447,1.889128
448,1.470666
449,1.888227
450,1.391346
451,1.631779
452,1.818287
453,1.962132
454,1.671701
455,1.728517
456,1.754104
457,1.760751
458,1.545744
459,1.747694
460,1.493197
461,1.398402
462,1.616312
463,1.677318
464,1.905965
465,2.017629
466,1.683421
467,1.914507
468,1.640136
469,1.511680
470,1.574041
471,1.676992
472,1.341048
473,1.938995
474,1.727245
475,1.465442
476,1.684609
477,1.726413
478,1.525841
479,1.591821
480,1.846316
481,1.992652
482,1.667545
483,1.675226
484,1.550050
485,1.668990
486,1.621296
487,1.482264
488,1.656305
489,1.685507
490,1.651345
491,1.513035
492,1.816806
493,1.546546
494,1.709838
495,2.382038
496,1.733078
497,1.259899
498,2.035471
499,1.707143
500,1.732022
501,1.531683
502,1.635637
503,1.461903
504,1.857624
505,2.077229
506,1.545528
507,1.822814
508,1.586474
509,1.676948
510,1.820910
511,1.947884
512,1.492219
513,1.626094
514,1.811423
515,1.902033
516,1.467959
517,1.830077
518,1.523312
519,1.871966
520,1.611945
521,1.964319
522,1.613655
523,2.298815
524,1.971846
525,1.539272
526,2.002417
527,1.643284
528,1.648512
529,1.790212
530,1.430530
531,1.503480
532,1.542207
533,1.323251
534,1.673864
535,1.745612
536,1.992091
537,1.288726
538,1.372009
539,1.804524
540,1.368501
541,1.411558
542,1.727893
543,1.621942
544,1.907305
545,1.572002
546,1.763327
547,1.731134
548,1.714088
549,1.506833
550,1.399762
551,1.832816
552,1.497619
553,1.430771
554,1.366228
555,1.223332
556,1.969454
557,1.532121
558,1.617250
559,1.527277
560,1.465110
561,1.447734
562,1.402998
563,1.477131
564,1.414436
565,1.827569
566,1.886975
567,1.508438
568,1.323570
569,1.774305
570,1.357686
571,1.652433
572,1.535999
573,1.367399
574,1.426828
575,1.943473
576,1.806377
577,1.706065
578,1.692444
579,1.597329
580,1.664637
581,1.289664
582,1.787968
583,1.722844
584,1.336878
585,1.515541
586,1.129809
587,1.491300
588,1.460828
589,1.654006
590,1.456858
591,1.683213
592,1.654733
593,1.721957
594,1.641402
595,1.610072
596,1.638628
597,1.464834
598,2.119093
599,1.391234
600,1.738409
601,1.515478
602,1.322409
603,1.594960
604,1.608063
605,1.458534
606,1.574230
607,1.266607
608,1.464702
609,2.139009
610,1.225862
611,1.434020
612,2.044859
613,1.748910
614,1.908342
615,1.525406
616,1.843925
617,1.546745
618,1.615407
619,1.483867
620,1.417284
621,1.778901
622,1.704147
623,1.323889
624,1.662411
625,1.536296
626,1.648847
627,1.754918
628,1.603789
629,1.867263
630,1.963096
631,1.543611
632,1.489481
633,1.498850
634,1.636727
635,1.401118
636,1.317946
637,1.371886
638,1.674460
639,1.289298
640,1.361124
641,1.593441
642,1.432131
643,1.667287
644,2.012975
645,1.591554
646,1.466057
647,1.728486
648,1.508972
649,1.538108
650,1.709869
651,1.617388
652,1.713897
653,1.231213
654,1.461787
655,1.464464
656,1.846484
657,1.558160
658,1.659676
659,1.640634
660,1.749149
661,1.564566
662,1.474746
663,1.512908
664,1.584828
665,1.124433
666,1.720518
667,1.448750
668,1.572624
669,1.743197
670,1.438761
671,1.546158
672,1.822953
673,1.631998
674,1.424650
675,2.130321
676,2.015054
677,1.520199
678,1.743484
679,1.451430
680,1.628522
681,1.700586
682,1.216271
683,1.637044
684,1.327474
685,1.240705
686,1.470550
687,1.468250
688,1.753855
689,1.346888
690,1.693848
691,1.698881
692,1.755949
693,1.417907
694,1.197067
695,1.289950
696,1.684955
697,1.079965
698,1.449565
699,1.396918
700,1.438408
701,1.388432
702,1.668231
703,1.758764
704,1.318029
705,1.452349
706,1.416796
707,1.467289
708,2.120827
709,1.390689
710,1.698616
711,1.440325
712,1.719092
713,1.610952
714,1.478297
715,1.582416
716,1.366576
717,1.445060
718,1.275406
719,1.486147
720,1.583724
721,1.571151
722,1.503900
723,1.749738
724,1.745106
725,1.468174
726,1.397105
727,1.099100
728,1.575980
729,2.078505
730,1.111354
731,1.231426
732,1.619361
733,1.611365
734,1.698181
735,1.735108
736,1.488077
737,1.786838
738,1.656962
739,1.534237
740,1.432060
741,1.294753
742,1.949005
743,1.398015
744,1.734007
745,1.702463
746,1.332777
747,1.774691
748,1.251340
749,1.599999
750,1.536755
751,1.372355
752,1.369284
753,1.430583
754,1.485072
755,1.573706
756,1.340119
757,1.490792
758,1.543262
759,1.874240
760,1.529486
761,1.192231
762,1.481853
763,1.304632
764,1.287600
765,1.513327
766,1.512765
767,1.469878
768,1.167311
769,1.642923
770,1.461661
771,1.400551
772,1.634669
773,1.338829
774,1.585690
775,1.539965
776,1.650846
777,1.814894
778,1.427914
779,1.304816
780,1.342326
781,1.508045
782,1.293087
783,1.260341
784,1.133950
785,1.228131
786,0.983510
787,1.467971
788,1.699887
789,1.231629
790,1.271570
791,1.550527
792,1.343956
793,1.482859
794,1.335394
795,1.399440
796,1.557148
797,1.415882
798,1.156225
799,1.367669
800,1.226157
801,1.535746
802,1.540742
803,1.208346
804,1.315223
805,1.315521
806,1.354584
807,1.672825
808,1.289477
809,1.447133
810,1.497729
811,1.761850
812,1.356691
813,1.395471
814,1.323888
815,1.438668
816,1.347984
817,1.661111
818,1.276777
819,1.581159
820,1.504843
821,1.324222
822,1.372840
823,1.198331
824,1.383150
825,1.481448
826,1.351855
827,1.540694
828,1.655357
829,1.346683
830,1.348200
831,1.350384
832,1.306400
833,1.519207
834,1.351733
835,1.376435
836,1.343414
837,1.350443
838,1.241671
839,1.401421
840,1.126248
841,1.328446
842,1.020013
843,1.276189
844,1.111558
845,1.166818
846,1.373598
847,1.333120
848,1.228603
849,1.320087
850,1.247029
851,1.361665
852,1.358251
853,1.447919
854,1.453406
855,1.548506
856,1.615258
857,1.559625
858,1.259079
859,1.175190
860,1.447556
861,1.424903
862,1.318207
863,1.732890
864,1.491946
865,1.431178
866,1.364972
867,1.414072
868,1.441796
869,1.304033
870,1.372894
871,1.420302
872,1.145163
873,1.369853
874,1.228338
875,1.057835
876,1.326972
877,1.258373
878,1.536395
879,1.538350
880,1.223279
881,1.469438
882,1.427365
883,1.330766
884,1.613433
885,1.298357
886,1.162478
887,1.203482
888,1.317280
889,1.348456
890,1.401735
891,1.461721
892,1.250554
893,1.231845
894,1.173533
895,1.152280
896,1.198062
897,1.403395
898,1.366882
899,1.248264
900,1.288825
901,1.263797
902,1.342584
903,1.231740
904,1.429784
905,1.425083
906,1.303828
907,1.277432
908,1.012180
909,1.294388
910,1.150582
911,1.245493
912,1.394969
913,1.317802
914,1.301979
915,1.131786
916,1.311670
917,1.568841
918,1.412153
919,1.548902
920,1.440457
921,1.540561
922,1.418699
923,1.519093
924,1.183568
925,0.899083
926,1.120355
927,1.629208
928,1.438322
929,1.735265
930,1.640735
931,1.653362
932,1.399420
933,1.094124
934,1.294354
935,1.361565
936,1.215822
937,1.453683
938,1.248693
939,1.201969
940,1.322518
941,1.658940
942,1.435286
943,1.129883
944,1.506702
945,1.271172
946,1.415890
947,1.292751
948,1.339690
949,1.474081
950,1.295093
951,1.270504
952,1.392144
953,1.285218
954,1.420236
955,1.307005
956,1.153267
957,1.335978
958,1.244508
959,1.252429
960,1.085434
961,1.217109
962,1.381800
963,1.276359
964,1.276793
965,1.225892
966,1.804457
967,1.245661
968,1.466124
969,1.429287
970,1.243637
971,1.256847
972,1.428456
973,1.475169
974,1.249927
975,1.448850
976,1.403569
977,1.303969
978,1.417304
979,1.428415
980,1.417390
981,1.306462
982,1.395754
983,1.291422
984,1.237209
985,1.426345
986,1.216475
987,1.306549
988,1.277973
989,1.194475
990,1.113588
991,1.259815
992,1.315406
993,1.193832
994,1.163509
995,1.169729
996,0.898311
997,1.356110
998,1.178331
999,1.301962
1000,1.292178
1001,1.325924
1002,1.298703
1003,1.181386
1004,1.150164
1005,1.164662
1006,1.146254
1007,1.313251
1008,1.207024
1009,1.245290
1010,1.087891
1011,1.137276
1012,1.276486
1013,1.369642
1014,1.175044
1015,1.279745
1016,1.179970
1017,1.323556
1018,1.345493
1019,1.366498
1020,1.433339
1021,1.112540
1022,1.251908
1023,1.102265
1024,1.177588
1025,1.247736
1026,1.425072
1027,1.341962
1028,1.337671
1029,1.106594
1030,1.379508
1031,1.157488
1032,1.119176
1033,1.361941
1034,1.084465
1035,1.580621
1036,1.061269
1037,1.514035
1038,1.161217
1039,1.230503
1040,1.175759
1041,1.155899
1042,1.282384
1043,1.234883
1044,0.995630
1045,1.183839
1046,1.272494
1047,1.310134
1048,1.267743
1049,1.213557
1050,1.338737
1051,1.217045
1052,1.505530
1053,1.051862
1054,1.085614
1055,0.920166
1056,1.026653
1057,1.335559
1058,1.268341
1059,1.328503
1060,1.267895
1061,1.318281
1062,1.381925
1063,0.915105
1064,1.285767
1065,1.348526
1066,1.230709
1067,1.068636
1068,1.277513
1069,1.138002
1070,1.322937
1071,1.306883
1072,1.341666
1073,1.123975
1074,1.095208
1075,1.219802
1076,1.233224
1077,1.266542
1078,1.335431
1079,1.291621
1080,1.324927
1081,1.354835
1082,1.492603
1083,1.232625
1084,1.394504
1085,1.147206
1086,1.473407
1087,1.216125
1088,1.288824
1089,1.105569
1090,1.296974
1091,1.108098
1092,1.309033
1093,1.264304
1094,1.271416
1095,1.348431
1096,1.267491
1097,1.513042
1098,1.312140
1099,0.896819
1100,1.246342
1101,1.416453
1102,1.165230
1103,1.154759
1104,1.257779
1105,1.172642
1106,1.230057
1107,1.295835
1108,1.217025
1109,1.106968
1110,1.205695
1111,1.131827
1112,1.231482
1113,1.124844
1114,1.269433
1115,1.215545
1116,1.198022
1117,1.205697
1118,1.357660
1119,1.258260
1120,1.277821
1121,1.296356
1122,1.284127
1123,1.198644
1124,1.482557
1125,0.971957
1126,1.210851
1127,1.126472
1128,1.106273
1129,1.129199
1130,1.436194
1131,1.384626
1132,1.191421
1133,1.289383
1134,1.180331
1135,1.212288
1136,1.171071
1137,0.987501
1138,1.357434
1139,0.924763
1140,1.319808
1141,1.221110
1142,1.301288
1143,1.177430
1144,1.291847
1145,1.250398
1146,1.148212
1147,1.159382
1148,1.194273
1149,1.242237
1150,0.971449
1151,1.422476
1152,1.168030
1153,1.237345
1154,1.013974
1155,1.094438
1156,1.112332
1157,1.002107
1158,1.218804
1159,1.171626
1160,1.426184
1161,1.232718
1162,1.137121
1163,1.340543
1164,1.204785
1165,1.140424
1166,1.183246
1167,1.063408
1168,1.352288
1169,1.102286
1170,1.166175
1171,1.099317
1172,1.368529
1173,1.186221
1174,1.361025
1175,1.263476
1176,1.224863
1177,1.295576
1178,1.014724
1179,1.223774
1180,1.517200
1181,1.104306
1182,1.026679
1183,1.081904
1184,1.209550
1185,1.315020
1186,1.219925
1187,1.201387
1188,1.459012
1189,1.159130
1190,1.102610
1191,1.207830
1192,1.064921
1193,0.999454
1194,1.219115
1195,1.153037
1196,1.169481
1197,1.263580
1198,1.435118
1199,1.409038
1200,1.377380
1201,1.050697
1202,1.175862
1203,1.276970
1204,1.220884
1205,1.186955
1206,1.310002
1207,1.246303
1208,1.198789
1209,1.398568
1210,1.266014
1211,1.274035
1212,1.149062
1213,1.270963
1214,1.125867
1215,1.374919
1216,1.239783
1217,1.177823
1218,1.161705
1219,1.040736
1220,1.563207
1221,1.348060
1222,1.476196
1223,1.033816
1224,1.055893
1225,1.081162
1226,1.182605
1227,1.152397
1228,1.164885
1229,1.111835
1230,1.081659
1231,1.027330
1232,1.106324
1233,1.094458
1234,1.290554
1235,1.138896
1236,1.134424
1237,0.914474
1238,1.054061
1239,1.149568
1240,1.100117
1241,1.205414
1242,1.065688
1243,1.102441
1244,1.024130
1245,1.085321
1246,1.036879
1247,1.098385
1248,1.060281
1249,1.124062
1250,1.227713
1251,0.873623
1252,1.273266
1253,0.996137
1254,1.092661
1255,0.984466
1256,1.102903
1257,1.286321
1258,1.255373
1259,1.344893
1260,1.007737
1261,1.203553
1262,1.249493
1263,1.089373
1264,1.149056
1265,1.186766
1266,1.145452
1267,1.288926
1268,1.198387
1269,1.140640
1270,1.245633
1271,1.295824
1272,1.102731
1273,1.169761
1274,1.124195
1275,0.996326
1276,1.164326
1277,1.193275
1278,1.077832
1279,1.074674
1280,1.266092
1281,1.157371
1282,0.994527
1283,1.124144
1284,1.167853
1285,1.224350
1286,1.202115
1287,1.193628
1288,0.991275
1289,1.266593
1290,1.240371
1291,1.423026
1292,1.081954
1293,1.067132
1294,1.238618
1295,1.126067
1296,1.184421
1297,1.349205
1298,1.186731
1299,1.458807
1300,1.263227
1301,1.237538
1302,1.084964
1303,1.004547
1304,1.087005
1305,1.181330
1306,0.897825
1307,1.182075
1308,0.920731
1309,0.980929
1310,1.078176
1311,1.214889
1312,1.097893
1313,1.130933
1314,0.948831
1315,1.186294
1316,1.154059
1317,0.954098
1318,1.436248
1319,1.312098
1320,1.349566
1321,1.050713
1322,1.217654
1323,1.132028
1324,1.251297
1325,0.978825
1326,1.155286
1327,1.190742
1328,1.198132
1329,1.268886
1330,1.146694
1331,1.297248
1332,1.154263
1333,1.254867
1334,1.289518
1335,1.024863
1336,1.090759
1337,1.241261
1338,1.109130
1339,1.148879
1340,1.304868
1341,1.336808
1342,1.087758
1343,1.274102
1344,1.018921
1345,1.190344
1346,1.271710
1347,1.306242
1348,1.096516
1349,0.989275
1350,1.262263
1351,1.045185
1352,1.042129
1353,1.140382
1354,1.111208
1355,1.137691
1356,1.123395
1357,0.992852
1358,1.078197
1359,1.096273
1360,1.025285
1361,1.178908
1362,1.119116
1363,1.425364
1364,1.094019
1365,1.109710
1366,1.061775
1367,1.014366
1368,0.858076
1369,1.187132
1370,1.185864
1371,1.045966
1372,1.026205
1373,1.007116
1374,1.124327
1375,0.919916
1376,0.992834
1377,1.032439
1378,1.189790
1379,1.006214
1380,1.238500
1381,0.884931
1382,0.922307
1383,0.974532
1384,1.141252
1385,1.199129
1386,1.128393
1387,1.132016
1388,1.164968
1389,1.094850
1390,1.032158
1391,1.078403
1392,1.296653
1393,1.065472
1394,1.301794
1395,0.970285
1396,1.135351
1397,1.014760
1398,1.130421
1399,1.075819
1400,0.993349
1401,1.191282
1402,1.190269
1403,1.237911
1404,1.095885
1405,1.030972
1406,1.162331
1407,1.200419
1408,1.186974
1409,1.040619
1410,1.048687
1411,1.320954
1412,1.178752
1413,1.306948
1414,1.256155
1415,1.024694
1416,1.184258
1417,0.999496
1418,1.180446
1419,1.028505
1420,1.009999
1421,1.105413
1422,1.544821
1423,0.898354
1424,0.949485
1425,1.174083
1426,1.218392
1427,1.188030
1428,1.036128
1429,1.098888
1430,1.139321
1431,1.038619
1432,1.209381
1433,0.968042
1434,1.082896
1435,0.960434
1436,0.973017
1437,1.281987
1438,0.888667
1439,1.096523
1440,1.138174
1441,1.294324
1442,1.289181
1443,0.958151
1444,1.143370
1445,1.279184
1446,1.261565
1447,1.039049
1448,1.148326
1449,0.982682
1450,1.116647
1451,1.017783
1452,0.965433
1453,1.171850
1454,0.948476
1455,1.223968
1456,0.805939
1457,0.977323
1458,1.161609
1459,0.920531
1460,1.135213
1461,1.245106
1462,1.203559
1463,1.105531
1464,1.172728
1465,1.118102
1466,0.997120
1467,1.160519
1468,1.222643
1469,1.010657
1470,1.287244
1471,1.130193
1472,1.048774
1473,0.988878
1474,1.234809
1475,1.063668
1476,1.118803
1477,1.126454
1478,1.161480
1479,1.421899
1480,1.067863
1481,1.119482
1482,1.021705
1483,1.192713
1484,1.188820
1485,1.214259
1486,1.016096
1487,1.127317
1488,0.987411
1489,1.152713
1490,1.148620
1491,1.174307
1492,1.093785
1493,0.951036
1494,0.941737
1495,1.082208
1496,0.816413
1497,1.078701
1498,1.218470
1499,1.102350
1500,1.287904
1501,1.094646
1502,1.170765
1503,1.222529
1504,0.992275
1505,1.320669
1506,1.080528
1507,1.152252
1508,1.143629
1509,0.932135
1510,0.971938
1511,1.057140
1512,0.989683
1513,1.028008
1514,1.209805
1515,1.278263
1516,1.104062
1517,1.256599
1518,1.262223
1519,1.110099
1520,1.160228
1521,0.931828
1522,1.034034
1523,1.107904
1524,0.914431
1525,1.145878
1526,1.214435
1527,1.052795
1528,1.017579
1529,0.975530
1530,0.977907
1531,1.188631
1532,1.078142
1533,1.187013
1534,1.220698
1535,1.042627
1536,1.084983
1537,1.021498
1538,0.962159
1539,0.833495
1540,1.140386
1541,1.050036
1542,1.229822
1543,1.018692
1544,1.121205
1545,1.110400
1546,1.091423
1547,1.151842
1548,1.394023
1549,1.062318
1550,1.051669
1551,1.107072
1552,0.861078
1553,1.032741
1554,1.273586
1555,1.003982
1556,1.167742
1557,1.088633
1558,0.973596
1559,1.110610
1560,1.154659
1561,1.214648
1562,0.907235
1563,1.045225
1564,0.809932
1565,0.895872
1566,1.229176
1567,1.022364
1568,1.294062
1569,1.282650
1570,0.863753
1571,0.880038
1572,1.033355
1573,1.082023
1574,1.135992
1575,1.307066
1576,1.011679
1577,1.166013
1578,1.150278
1579,1.099140
1580,1.404180
1581,1.228362
1582,1.379422
1583,1.062645
1584,0.940361
1585,1.154664
1586,0.967211
1587,1.011808
1588,1.246231
1589,1.186338
1590,1.116475
1591,1.005620
1592,1.052369
1593,1.313131
1594,1.119628
1595,1.130948
1596,1.178969
1597,1.128628
1598,1.131185
1599,1.080505
1600,0.855778
1601,1.055150
1602,0.912043
1603,1.003422
1604,0.977114
1605,0.956877
1606,1.223561
1607,0.923063
1608,1.286269
1609,1.080507
1610,1.274382
1611,1.001924
1612,0.966816
1613,0.915909
1614,0.841572
1615,1.036965
1616,1.023771
1617,0.983909
1618,1.030241
1619,0.985011
1620,0.969348
1621,1.045455
1622,1.064163
1623,1.136019
1624,1.074884
1625,0.925873
1626,1.145870
1627,1.058737
1628,1.200671
1629,0.960191
1630,0.890867
1631,1.128878
1632,1.088086
1633,0.943952
1634,0.950647
1635,1.131031
1636,1.082003
1637,1.075142
1638,1.029235
1639,1.087579
1640,1.012807
1641,1.029659
1642,1.215541
1643,1.268213
1644,1.075135
1645,1.064369
1646,1.032991
1647,0.973347
1648,1.240678
1649,1.503538
1650,1.325351
1651,1.078905
1652,1.166095
1653,1.276174
1654,1.041419
1655,1.007553
1656,1.103412
1657,1.074550
1658,0.921016
1659,1.456601
1660,1.086539
1661,1.147122
1662,1.088291
1663,1.162730
1664,1.098412
1665,1.010825
1666,1.049916
1667,1.171930
1668,1.310690
1669,0.964167
1670,0.984054
1671,1.015348
1672,0.877600
1673,0.960298
1674,1.152234
1675,1.242964
1676,1.315779
1677,1.250222
1678,0.890871
1679,0.867230
1680,1.027470
1681,1.144052
1682,1.184483
1683,0.965228
1684,1.021976
1685,1.066121
1686,0.817773
1687,0.955497
1688,1.202509
1689,1.104858
1690,1.095753
1691,1.040259
1692,1.224948
1693,1.149157
1694,1.093479
1695,0.879278
1696,1.250985
1697,1.032856
1698,1.164004
1699,1.142598
1700,1.128139
1701,1.202188
1702,0.846970
1703,1.204046
1704,0.986037
1705,0.978957
1706,1.096255
1707,1.242339
1708,1.179627
1709,1.002081
1710,1.119293
1711,0.938734
1712,0.971418
1713,1.240423
1714,1.156700
1715,1.032288
1716,1.133812
1717,0.957868
1718,1.179913
1719,1.235433
1720,1.306772
1721,1.128529
1722,1.096985
1723,1.217575
1724,1.192867
1725,1.244036
1726,1.178185
1727,1.147212
1728,1.101154
1729,1.106492
1730,1.015412
1731,1.113471
1732,1.009359
1733,1.312505
1734,0.872840
1735,1.081833
1736,1.094818
1737,0.912649
1738,1.172276
1739,1.017677
1740,1.184820
1741,1.256988
1742,1.122359
1743,1.097084
1744,1.158840
1745,1.084517
1746,1.167284
1747,1.146611
1748,1.075845
1749,1.163401
1750,1.026034
1751,0.991141
1752,1.085155
1753,1.094304
1754,1.040188
1755,1.106396
1756,0.899200
1757,0.986132
1758,1.002792
1759,0.986402
1760,1.187613
1761,0.910972
1762,1.011184
1763,0.988031
1764,1.088814
1765,1.193365
1766,1.050916
1767,1.036989
1768,1.079437
1769,0.976590
1770,0.992733
1771,1.141973
1772,1.062347
1773,1.098248
1774,1.002626
1775,1.045474
1776,1.120523
1777,1.084686
1778,1.068889
1779,1.032290
1780,0.925892
1781,0.873724
1782,1.032522
1783,1.034699
1784,0.994454
1785,1.082251
1786,1.040904
1787,1.043418
1788,1.119790
1789,1.035297
1790,1.018780
1791,0.987404
1792,1.092421
1793,1.043943
1794,1.022669
1795,1.059175
1796,1.023953
1797,1.134133
1798,1.135406
1799,1.233267
1800,1.033649
1801,0.946542
1802,1.071800
1803,1.031386
1804,0.965752
1805,0.933678
1806,0.973101
1807,0.999280
1808,1.050103
1809,0.885108
1810,1.061174
1811,0.982088
1812,0.972789
1813,1.040549
1814,0.850777
1815,1.058715
1816,1.050253
1817,0.940638
1818,0.755381
1819,1.020427
1820,0.842565
1821,1.041327
1822,0.838625
1823,0.798071
1824,0.950723
1825,0.947965
1826,1.105321
1827,0.967743
1828,1.060082
1829,0.932482
1830,1.093397
1831,0.995497
1832,1.080215
1833,0.968940
1834,0.870444
1835,1.012916
1836,0.786951
1837,0.898287
1838,0.997404
1839,1.007644
1840,0.999014
1841,1.139573
1842,1.143368
1843,1.105819
1844,1.128679
1845,1.022793
1846,1.002537
1847,0.829031
1848,1.069291
1849,0.993307
1850,1.096268
1851,1.010752
1852,1.438652
1853,1.306896
1854,0.924990
1855,0.928797
1856,1.025081
1857,0.924252
1858,0.907965
1859,1.033217
1860,1.259330
1861,1.057459
1862,1.021345
1863,1.060314
1864,1.252439
1865,1.049293
1866,1.100891
1867,1.251075
1868,1.128587
1869,0.930609
1870,1.030520
1871,1.114630
