epoch,total_loss
6386,0.242154
6387,0.214038
6388,0.220848
6389,0.206879
6390,0.267554
6391,0.169665
6392,0.242691
6393,0.214525
6394,0.229082
6395,0.258760
6396,0.317511
6397,0.241185
6398,0.209199
6399,0.300166
6400,0.268785
6401,0.224575
6402,0.323556
6403,0.243558
6404,0.305052
6405,0.289566
6406,0.201388
6407,0.249090
6408,0.236210
6409,0.213228
6410,0.260079
6411,0.378267
6412,0.255188
6413,0.204383
6414,0.275879
6415,0.280788
6416,0.197274
6417,0.216128
6418,0.278377
6419,0.199570
6420,0.256202
6421,0.207446
6422,0.297677
6423,0.214049
6424,0.273789
6425,0.285664
6426,0.377022
6427,0.272631
6428,0.315646
6429,0.271730
6430,0.269813
6431,0.182411
6432,0.276011
6433,0.226031
6434,0.250999
6435,0.253681
6436,0.188560
6437,0.187178
6438,0.223100
6439,0.322289
6440,0.260164
6441,0.281549
6442,0.348513
6443,0.281415
6444,0.197063
6445,0.247598
6446,0.273655
6447,0.288219
6448,0.217363
6449,0.199713
6450,0.351527
6451,0.289302
6452,0.236714
6453,0.227406
6454,0.256579
6455,0.207803
6456,0.238950
6457,0.229622
6458,0.252228
6459,0.245736
6460,0.222823
6461,0.208089
6462,0.187790
6463,0.247560
6464,0.263536
6465,0.210270
6466,0.197694
6467,0.257229
6468,0.188293
6469,0.244374
6470,0.216577
6471,0.272455
6472,0.261013
6473,0.188843
6474,0.223006
6475,0.203055
6476,0.208796
6477,0.205831
6478,0.203606
6479,0.234878
6480,0.223971
6481,0.203205
6482,0.265109
6483,0.240343
6484,0.269853
6485,0.269676
6486,0.221426
6487,0.231549
6488,0.268474
6489,0.291302
6490,0.201758
6491,0.179821
6492,0.182564
6493,0.265959
6494,0.266882
6495,0.241015
6496,0.161056
6497,0.255341
6498,0.228998
6499,0.241644
6500,0.214469
6501,0.201267
6502,0.374758
6503,0.299293
6504,0.336115
6505,0.321753
6506,0.235909
6507,0.387018
6508,0.387643
6509,0.229684
6510,0.227015
6511,0.357098
6512,0.386650
6513,0.373843
6514,0.259036
6515,0.217224
6516,0.260506
6517,0.233701
6518,0.262515
6519,0.255522
6520,0.217521
6521,0.295220
6522,0.328653
6523,0.285313
6524,0.183795
6525,0.232342
6526,0.336664
6527,0.284121
6528,0.227023
6529,0.212292
6530,0.286837
6531,0.278881
6532,0.252609
6533,0.198575
6534,0.263386
6535,0.263880
6536,0.274195
6537,0.267925
6538,0.309902
6539,0.284723
6540,0.186100
6541,0.254415
6542,0.233557
6543,0.252817
6544,0.190909
6545,0.210157
6546,0.248426
6547,0.200647
6548,0.193855
6549,0.249428
6550,0.228244
6551,0.211404
6552,0.202275
6553,0.184970
6554,0.223740
6555,0.206330
6556,0.193673
6557,0.203101
6558,0.207560
6559,0.193322
6560,0.185383
6561,0.215924
6562,0.223738
6563,0.223581
6564,0.206340
6565,0.288725
6566,0.276204
6567,0.332522
6568,0.230207
6569,0.215545
6570,0.256541
6571,0.245077
6572,0.234789
6573,0.244457
6574,0.181774
6575,0.216325
6576,0.226334
6577,0.228613
6578,0.230115
6579,0.183344
6580,0.218162
6581,0.198007
6582,0.183448
6583,0.193098
6584,0.322880
6585,0.260176
6586,0.237538
6587,0.222318
6588,0.187230
6589,0.299796
6590,0.189063
6591,0.207250
6592,0.237871
6593,0.211516
6594,0.224449
6595,0.248954
6596,0.284428
6597,0.249972
6598,0.188385
6599,0.236248
6600,0.253104
6601,0.244539
6602,0.188277
6603,0.230948
6604,0.207327
6605,0.229208
6606,0.197186
6607,0.259891
6608,0.189851
6609,0.218568
6610,0.168827
6611,0.187688
6612,0.196525
6613,0.196450
6614,0.233730
6615,0.182779
6616,0.182645
6617,0.216434
6618,0.200071
6619,0.240645
6620,0.267868
6621,0.195678
6622,0.230703
6623,0.161730
6624,0.191105
6625,0.167291
6626,0.152421
6627,0.286288
6628,0.267501
6629,0.243445
6630,0.320111
6631,0.271874
6632,0.203391
6633,0.265920
6634,0.225073
6635,0.224009
6636,0.182439
6637,0.231243
6638,0.245905
6639,0.342806
6640,0.347184
6641,0.200546
6642,0.216206
6643,0.413016
6644,0.295092
6645,0.347520
6646,0.284361
6647,0.346866
6648,0.471833
6649,0.533430
6650,0.368275
6651,0.334473
6652,0.381607
6653,0.343983
6654,0.346070
6655,0.291143
6656,0.316661
6657,0.271999
6658,0.314980
6659,0.320636
6660,0.455801
6661,0.361761
6662,0.303973
6663,0.257137
6664,0.333787
6665,0.207747
6666,0.324380
6667,0.210796
6668,0.200543
6669,0.209624
6670,0.237361
6671,0.219937
6672,0.238252
6673,0.287640
6674,0.295366
6675,0.210283
6676,0.264759
6677,0.191998
6678,0.223099
6679,0.193250
6680,0.172384
6681,0.175812
6682,0.208391
6683,0.145909
6684,0.212336
6685,0.234302
6686,0.208525
6687,0.203984
6688,0.237939
6689,0.228596
6690,0.186894
6691,0.180243
6692,0.178154
6693,0.254006
6694,0.182997
6695,0.211608
6696,0.163190
6697,0.244530
6698,0.184921
6699,0.211605
6700,0.226631
6701,0.311672
6702,0.266490
6703,0.228320
6704,0.214542
6705,0.210889
6706,0.189879
6707,0.181754
6708,0.256640
6709,0.293945
6710,0.238639
6711,0.207951
6712,0.213525
6713,0.222927
6714,0.224907
6715,0.240036
6716,0.192156
6717,0.232659
6718,0.219579
6719,0.185528
6720,0.221763
6721,0.252432
6722,0.209873
6723,0.243029
6724,0.261987
6725,0.242666
6726,0.286039
6727,0.209978
6728,0.227356
6729,0.195021
6730,0.188872
6731,0.217415
6732,0.217255
6733,0.191906
6734,0.175342
6735,0.189567
6736,0.188857
6737,0.174157
6738,0.155925
6739,0.197017
6740,0.203173
6741,0.271020
6742,0.185499
6743,0.177188
6744,0.217868
6745,0.221404
6746,0.200900
6747,0.185006
6748,0.210012
6749,0.256639
6750,0.239576
6751,0.189869
6752,0.197934
6753,0.229333
6754,0.192786
6755,0.217208
6756,0.158146
6757,0.251651
6758,0.197203
6759,0.248847
6760,0.215052
6761,0.336080
6762,0.260355
6763,0.279645
6764,0.292451
6765,0.255611
6766,0.400340
6767,0.324656
6768,0.209457
6769,0.196083
6770,0.238139
6771,0.331685
6772,0.303660
6773,0.193664
6774,0.201305
6775,0.270635
6776,0.216758
6777,0.245119
6778,0.267108
6779,0.259569
6780,0.222019
6781,0.211192
6782,0.278243
6783,0.401041
6784,0.431124
6785,0.282210
6786,0.235149
6787,0.372588
6788,0.439492
6789,0.323984
6790,0.249936
6791,0.313613
6792,0.443245
6793,0.279939
6794,0.775129
6795,0.324043
6796,0.301613
6797,0.677280
6798,0.688635
6799,0.374411
6800,0.283223
6801,0.246101
6802,0.323527
6803,0.349208
6804,0.314233
6805,0.250661
6806,0.259076
6807,0.244312
6808,0.281340
6809,0.265652
6810,0.202288
6811,0.237628
6812,0.213490
6813,0.239218
6814,0.189433
6815,0.205353
6816,0.183263
6817,0.194947
6818,0.256550
6819,0.202299
6820,0.183436
6821,0.158243
6822,0.188070
6823,0.181575
6824,0.212041
6825,0.189187
6826,0.225269
6827,0.219722
6828,0.227805
6829,0.212487
6830,0.244820
6831,0.229695
6832,0.259334
6833,0.200987
6834,0.193737
6835,0.215652
6836,0.166410
6837,0.229951
6838,0.205334
6839,0.205625
6840,0.199450
6841,0.192931
6842,0.199691
6843,0.192190
6844,0.208980
6845,0.222551
6846,0.218564
6847,0.181355
6848,0.177603
6849,0.283470
6850,0.336223
6851,0.296638
6852,0.248276
6853,0.204837
6854,0.240043
6855,0.192094
6856,0.269650
6857,0.245111
6858,0.330879
6859,0.273138
6860,0.197504
6861,0.125376
6862,0.281416
6863,0.326980
6864,0.303963
6865,0.297005
6866,0.232705
6867,0.232452
6868,0.249590
6869,0.172453
6870,0.315536
6871,0.310495
6872,0.325161
6873,0.284344
6874,0.269622
6875,0.263170
6876,0.190637
6877,0.320096
6878,0.339172
6879,0.325039
6880,0.379246
6881,0.430256
6882,0.374166
6883,0.321354
6884,0.316014
6885,0.432829
6886,0.259835
6887,0.250648
6888,0.266965
6889,0.346951
6890,0.221871
6891,0.299701
6892,0.348725
6893,0.333308
6894,0.246100
6895,0.225323
6896,0.254408
6897,0.247406
6898,0.231065
6899,0.250809
6900,0.215587
6901,0.290298
6902,0.247657
6903,0.189443
6904,0.181959
6905,0.204494
6906,0.196616
6907,0.233902
6908,0.190262
6909,0.234076
6910,0.224740
6911,0.160318
6912,0.192922
6913,0.232763
6914,0.243465
6915,0.228564
6916,0.188358
6917,0.222954
6918,0.212520
6919,0.275194
6920,0.211341
6921,0.185703
6922,0.193377
6923,0.175395
6924,0.190052
6925,0.210092
6926,0.210380
6927,0.242214
6928,0.203985
6929,0.206137
6930,0.201683
6931,0.211551
6932,0.252044
6933,0.176945
6934,0.153373
6935,0.216909
6936,0.208892
6937,0.230890
6938,0.264671
6939,0.295207
6940,0.233054
6941,0.261627
6942,0.301966
6943,0.171278
6944,0.225568
6945,0.237274
6946,0.288790
6947,0.274574
6948,0.240818
6949,0.206730
6950,0.194292
6951,0.292935
6952,0.257385
6953,0.204360
6954,0.263731
6955,0.207382
6956,0.243774
6957,0.223460
6958,0.288043
6959,0.244057
6960,0.220158
6961,0.266497
6962,0.202536
6963,0.230226
6964,0.172503
6965,0.198819
6966,0.198649
6967,0.246025
6968,0.263876
6969,0.199492
6970,0.214322
6971,0.218863
6972,0.193529
6973,0.187735
6974,0.200165
6975,0.184166
6976,0.223189
6977,0.188847
6978,0.183070
6979,0.198740
6980,0.266242
6981,0.160555
6982,0.233890
6983,0.226419
6984,0.289802
6985,0.215100
6986,0.223860
6987,0.177462
6988,0.213225
6989,0.254937
6990,0.272343
6991,0.250305
6992,0.273444
6993,0.238456
6994,0.207374
6995,0.239059
6996,0.207930
6997,0.240228
6998,0.252218
6999,0.247028
7000,0.244117
7001,0.267920
7002,0.232809
7003,0.202121
7004,0.270589
7005,0.240479
7006,0.256843
7007,0.209108
7008,0.295488
7009,0.199151
7010,0.225938
7011,0.305402
7012,0.252638
7013,0.184757
7014,0.207529
7015,0.218942
7016,0.368762
7017,0.243744
7018,0.183066
7019,0.251775
7020,0.241244
7021,0.252380
7022,0.183367
7023,0.184887
7024,0.273865
7025,0.196719
7026,0.238487
7027,0.197220
7028,0.203968
7029,0.218353
7030,0.255817
7031,0.196605
7032,0.233002
7033,0.341777
7034,0.218200
7035,0.247208
7036,0.168158
7037,0.159688
7038,0.180073
7039,0.225569
7040,0.278391
7041,0.248600
7042,0.212670
7043,0.174790
7044,0.201762
7045,0.189695
7046,0.173932
7047,0.161775
7048,0.156665
7049,0.200720
7050,0.225174
7051,0.231868
7052,0.263156
7053,0.259885
7054,0.221444
7055,0.259516
7056,0.237232
7057,0.292286
7058,0.178798
7059,0.242896
7060,0.201048
7061,0.237626
7062,0.282966
7063,0.260925
7064,0.239577
7065,0.195775
7066,0.208399
7067,0.194077
7068,0.206274
7069,0.197360
7070,0.242044
7071,0.246583
7072,0.209347
7073,0.195007
7074,0.247732
7075,0.207637
7076,0.242602
7077,0.183355
7078,0.200591
7079,0.213934
7080,0.227528
7081,0.242060
7082,0.160401
7083,0.180687
7084,0.197375
7085,0.232109
7086,0.231098
7087,0.210937
7088,0.218848
7089,0.182290
7090,0.219556
7091,0.154149
7092,0.220508
7093,0.206911
7094,0.205868
7095,0.250510
7096,0.266898
7097,0.218128
7098,0.221734
7099,0.244404
7100,0.225927
7101,0.192782
7102,0.218112
7103,0.190895
7104,0.244305
7105,0.198094
7106,0.209955
7107,0.204821
7108,0.221015
7109,0.184635
7110,0.195063
7111,0.200358
7112,0.216423
7113,0.248352
7114,0.165512
7115,0.226620
7116,0.176036
7117,0.190620
7118,0.183006
7119,0.230295
7120,0.196142
7121,0.184067
7122,0.253226
7123,0.224256
7124,0.191195
7125,0.210806
7126,0.169932
7127,0.270334
7128,0.258355
7129,0.211499
7130,0.282829
7131,0.245212
7132,0.241199
7133,0.220144
7134,0.209997
7135,0.289777
7136,0.239221
7137,0.225715
7138,0.212238
7139,0.190374
7140,0.247095
7141,0.255276
7142,0.209862
7143,0.289212
7144,0.229423
7145,0.205749
7146,0.226871
7147,0.227681
7148,0.231649
7149,0.138175
7150,0.176511
7151,0.155810
7152,0.220597
7153,0.212398
7154,0.206018
7155,0.204789
7156,0.212345
7157,0.239474
7158,0.179814
7159,0.187169
7160,0.197818
7161,0.210914
7162,0.261998
7163,0.219039
7164,0.215378
7165,0.182448
7166,0.185367
7167,0.222552
7168,0.212530
7169,0.202983
7170,0.190018
7171,0.234052
7172,0.172234
7173,0.207147
7174,0.175615
7175,0.184825
7176,0.176059
7177,0.174656
7178,0.189978
7179,0.197258
7180,0.219132
7181,0.223000
7182,0.179477
7183,0.212302
7184,0.206577
7185,0.193108
7186,0.240976
7187,0.355810
7188,0.180424
7189,0.231522
7190,0.233132
7191,0.209907
7192,0.201963
7193,0.151929
7194,0.213192
7195,0.222655
7196,0.219406
7197,0.197427
7198,0.197061
7199,0.245641
7200,0.214308
7201,0.314595
7202,0.306659
7203,0.479405
7204,0.295628
7205,0.251061
7206,0.192103
7207,0.237123
7208,0.239713
7209,0.255756
7210,0.190085
7211,0.213649
7212,0.147718
7213,0.193859
7214,0.176376
7215,0.207498
7216,0.185861
7217,0.245978
7218,0.227894
7219,0.254677
7220,0.192900
7221,0.230556
7222,0.194535
7223,0.242542
7224,0.223926
7225,0.178365
7226,0.154484
7227,0.246603
7228,0.175165
7229,0.192462
7230,0.224576
7231,0.197125
7232,0.293437
7233,0.221880
7234,0.342558
7235,0.295554
7236,0.210050
7237,0.178481
7238,0.177234
7239,0.218754
7240,0.319564
7241,0.233957
7242,0.209753
7243,0.223996
7244,0.215584
7245,0.287307
7246,0.295182
7247,0.244800
7248,0.175406
7249,0.191510
7250,0.225631
7251,0.244817
7252,0.179041
7253,0.215185
7254,0.244593
7255,0.178430
7256,0.217334
7257,0.303644
7258,0.342599
7259,0.179592
7260,0.195730
7261,0.208224
7262,0.233276
7263,0.286016
7264,0.347385
7265,0.382214
7266,0.235817
7267,0.245972
7268,0.248288
7269,0.273681
7270,0.235367
7271,0.217259
7272,0.169600
7273,0.245765
7274,0.321275
7275,0.247486
7276,0.237760
7277,0.242213
7278,0.211951
7279,0.194005
7280,0.213923
7281,0.225407
7282,0.202497
7283,0.196844
7284,0.174771
7285,0.191932
7286,0.240628
7287,0.184291
7288,0.179633
7289,0.201943
7290,0.184529
7291,0.205962
7292,0.178881
7293,0.186738
7294,0.177279
7295,0.214341
7296,0.195609
7297,0.243234
7298,0.149600
7299,0.193552
7300,0.170649
7301,0.205848
7302,0.187549
7303,0.195663
7304,0.221532
7305,0.181836
7306,0.204548
7307,0.192009
7308,0.160590
7309,0.223916
7310,0.209629
7311,0.210340
7312,0.240068
7313,0.246353
7314,0.166393
7315,0.259836
7316,0.177643
7317,0.156783
7318,0.243752
7319,0.225380
7320,0.266101
7321,0.209469
7322,0.200335
7323,0.248302
7324,0.248434
7325,0.248262
7326,0.207882
7327,0.167366
7328,0.239721
7329,0.198804
7330,0.155301
7331,0.217483
7332,0.183100
7333,0.203578
7334,0.167464
7335,0.157261
7336,0.208405
7337,0.180736
7338,0.177187
7339,0.153530
7340,0.196426
7341,0.153168
7342,0.190751
7343,0.244630
7344,0.215972
7345,0.211912
7346,0.172990
7347,0.299524
7348,0.192026
7349,0.389433
7350,0.248858
7351,0.291955
7352,0.292695
7353,0.219051
7354,0.229568
7355,0.374152
7356,0.364688
7357,0.353680
7358,0.254653
7359,0.293832
7360,0.287392
7361,0.251081
7362,0.231301
7363,0.309189
7364,0.280444
7365,0.331595
7366,0.281692
7367,0.211121
7368,0.196401
7369,0.286255
7370,0.195888
7371,0.159245
7372,0.208894
7373,0.158979
7374,0.223689
7375,0.176932
7376,0.127814
7377,0.249626
7378,0.233848
7379,0.299946
7380,0.239569
7381,0.238588
7382,0.161706
7383,0.275817
7384,0.272839
7385,0.323170
7386,0.215716
7387,0.185986
7388,0.201867
7389,0.195885
7390,0.195035
7391,0.253023
7392,0.174388
7393,0.165406
7394,0.168988
7395,0.182337
7396,0.171799
7397,0.202099
7398,0.152746
7399,0.202512
7400,0.164909
7401,0.162233
7402,0.187353
7403,0.193053
7404,0.173207
7405,0.188049
7406,0.178108
7407,0.170177
7408,0.168647
7409,0.169478
7410,0.191327
7411,0.203436
7412,0.201610
7413,0.176038
7414,0.145289
7415,0.170612
7416,0.284798
7417,0.177503
7418,0.195374
7419,0.184122
7420,0.219257
7421,0.200324
7422,0.209316
7423,0.247739
7424,0.184626
7425,0.216387
7426,0.204962
7427,0.195599
7428,0.219829
7429,0.217255
7430,0.252885
7431,0.162222
7432,0.245168
7433,0.145573
7434,0.172330
7435,0.217645
7436,0.197846
7437,0.174951
7438,0.162432
7439,0.184832
7440,0.167117
7441,0.192958
7442,0.216316
7443,0.255071
7444,0.241113
7445,0.208067
7446,0.212400
7447,0.239809
7448,0.270329
7449,0.232527
7450,0.175407
7451,0.246015
7452,0.186452
7453,0.158842
7454,0.198879
7455,0.158225
7456,0.180491
7457,0.202327
7458,0.232407
7459,0.218788
7460,0.171377
7461,0.166423
7462,0.173539
7463,0.215935
7464,0.154989
7465,0.163428
7466,0.187988
7467,0.208784
7468,0.179241
7469,0.198717
7470,0.182476
7471,0.176526
7472,0.200106
7473,0.194157
7474,0.216387
7475,0.208810
7476,0.163476
7477,0.202986
7478,0.220529
7479,0.176463
7480,0.147883
7481,0.150379
7482,0.182859
7483,0.147237
7484,0.194160
7485,0.195923
7486,0.203164
7487,0.189860
7488,0.216485
7489,0.261541
7490,0.230681
7491,0.160848
7492,0.188966
7493,0.256234
7494,0.249848
7495,0.289969
7496,0.227444
7497,0.180721
7498,0.293348
7499,0.234733
7500,0.228154
7501,0.212983
7502,0.270738
7503,0.239523
7504,0.181705
7505,0.187403
7506,0.283133
7507,0.202443
7508,0.251799
7509,0.278935
7510,0.265042
7511,0.184137
7512,0.215673
7513,0.203597
7514,0.180081
7515,0.186213
7516,0.133885
7517,0.152990
7518,0.205476
7519,0.157464
7520,0.183901
7521,0.169686
7522,0.167933
7523,0.156325
7524,0.208278
7525,0.174173
7526,0.186491
7527,0.227021
7528,0.219875
7529,0.200952
7530,0.179888
7531,0.157923
7532,0.150479
7533,0.232460
7534,0.196884
7535,0.153772
7536,0.196307
7537,0.201489
7538,0.203374
7539,0.225885
7540,0.245143
7541,0.187204
7542,0.186227
7543,0.198784
7544,0.210218
7545,0.216337
7546,0.213306
7547,0.237926
7548,0.221597
7549,0.205767
7550,0.213120
7551,0.223419
7552,0.215191
7553,0.210870
7554,0.218218
7555,0.150007
7556,0.167993
7557,0.212339
7558,0.241377
7559,0.187535
7560,0.190473
7561,0.176401
7562,0.134314
7563,0.211004
7564,0.223387
7565,0.218793
7566,0.173982
7567,0.205727
7568,0.231127
7569,0.226167
7570,0.236649
7571,0.261852
7572,0.217011
7573,0.247977
7574,0.262744
7575,0.281779
7576,0.222659
7577,0.185920
7578,0.215920
7579,0.223721
7580,0.244685
7581,0.309033
7582,0.244701
7583,0.214021
7584,0.200409
7585,0.219527
7586,0.279479
7587,0.235163
7588,0.208313
7589,0.202419
7590,0.227264
7591,0.228787
7592,0.233579
7593,0.212481
7594,0.249217
7595,0.171380
7596,0.192532
7597,0.228226
7598,0.190728
7599,0.165671
7600,0.235535
7601,0.205818
7602,0.239851
7603,0.193784
7604,0.142246
7605,0.146446
7606,0.230169
7607,0.207192
7608,0.198521
7609,0.196881
7610,0.171411
7611,0.216690
7612,0.255407
7613,0.170116
7614,0.188745
7615,0.193142
7616,0.194670
7617,0.197325
7618,0.199875
7619,0.192331
7620,0.190016
7621,0.298866
7622,0.344707
7623,0.232660
7624,0.219726
7625,0.194372
7626,0.226267
7627,0.166865
7628,0.184805
7629,0.181328
7630,0.183466
7631,0.180979
7632,0.242266
7633,0.206390
7634,0.190272
7635,0.207316
7636,0.190854
7637,0.206571
7638,0.176743
7639,0.273439
7640,0.204765
7641,0.216626
7642,0.204084
7643,0.238265
7644,0.252409
7645,0.238641
7646,0.267563
7647,0.279146
7648,0.211447
7649,0.220310
7650,0.185903
7651,0.201557
7652,0.258166
7653,0.323656
7654,0.218684
7655,0.207188
7656,0.171413
7657,0.194105
7658,0.158916
7659,0.194991
7660,0.205707
7661,0.238261
7662,0.193962
7663,0.238186
7664,0.217252
7665,0.262206
7666,0.198590
7667,0.259398
7668,0.200960
7669,0.177802
7670,0.159708
7671,0.160968
7672,0.226407
7673,0.194665
7674,0.203015
7675,0.209401
7676,0.217089
7677,0.224373
7678,0.268960
7679,0.235396
7680,0.168173
7681,0.216181
7682,0.219050
7683,0.174138
7684,0.222697
7685,0.227244
7686,0.159590
7687,0.172016
7688,0.220695
7689,0.161426
7690,0.237328
7691,0.353482
7692,0.232817
7693,0.174945
7694,0.248229
7695,0.426557
7696,0.287908
7697,0.300290
7698,0.227806
7699,0.272844
7700,0.253657
7701,0.213518
7702,0.172371
7703,0.251777
7704,0.224780
7705,0.153953
7706,0.183769
7707,0.227508
7708,0.172549
7709,0.169009
7710,0.218750
7711,0.245662
7712,0.225832
7713,0.178039
7714,0.165935
7715,0.167528
7716,0.233879
7717,0.254949
7718,0.229184
7719,0.237271
7720,0.248747
7721,0.186176
7722,0.166065
7723,0.321922
7724,0.250147
7725,0.211544
7726,0.265833
7727,0.298441
7728,0.229055
7729,0.285926
7730,0.208340
7731,0.307265
7732,0.205610
7733,0.155703
7734,0.220503
7735,0.291016
7736,0.179983
7737,0.244604
7738,0.202063
7739,0.229303
7740,0.227546
7741,0.194769
7742,0.201757
7743,0.196348
7744,0.229506
7745,0.174088
7746,0.209812
7747,0.151112
7748,0.182434
7749,0.203503
7750,0.303196
7751,0.213482
7752,0.183466
7753,0.186107
7754,0.232280
7755,0.269752
7756,0.211258
7757,0.201521
7758,0.202267
7759,0.226456
7760,0.236902
7761,0.230521
7762,0.202712
7763,0.250166
7764,0.255283
7765,0.207307
7766,0.310989
7767,0.221662
7768,0.165122
7769,0.178161
7770,0.179854
7771,0.214063
7772,0.177749
7773,0.166120
7774,0.158291
7775,0.198661
7776,0.218570
7777,0.161777
7778,0.191318
7779,0.165394
7780,0.208981
7781,0.194777
7782,0.239465
7783,0.177008
7784,0.164868
7785,0.219248
7786,0.195252
7787,0.222069
7788,0.157273
7789,0.196431
7790,0.247806
7791,0.214375
7792,0.266786
7793,0.210224
7794,0.224288
7795,0.212517
7796,0.222382
7797,0.211880
7798,0.165510
7799,0.167098
7800,0.141611
7801,0.175103
7802,0.188195
7803,0.196339
7804,0.146587
7805,0.187502
7806,0.179712
7807,0.234388
7808,0.199828
7809,0.217475
7810,0.197584
7811,0.224256
7812,0.258405
7813,0.256876
7814,0.271465
7815,0.185974
7816,0.168081
7817,0.155442
7818,0.218109
7819,0.189274
7820,0.140498
7821,0.187486
7822,0.253449
7823,0.218645
7824,0.225848
7825,0.220755
7826,0.206277
7827,0.356986
7828,0.205038
7829,0.202812
7830,0.232572
7831,0.238504
7832,0.231186
7833,0.206359
7834,0.212267
7835,0.211557
7836,0.229556
7837,0.172070
7838,0.172081
7839,0.204315
7840,0.170989
7841,0.186436
7842,0.156274
7843,0.215630
7844,0.158447
7845,0.229339
7846,0.193725
7847,0.202646
7848,0.192703
7849,0.230756
7850,0.211866
7851,0.243027
7852,0.218058
7853,0.173380
7854,0.244974
7855,0.287737
7856,0.279788
7857,0.272200
7858,0.197237
7859,0.211893
7860,0.176568
7861,0.143985
7862,0.191820
7863,0.234654
7864,0.308237
7865,0.245954
7866,0.190792
7867,0.193435
7868,0.217307
7869,0.278964
7870,0.213126
7871,0.241243
7872,0.265189
7873,0.288088
7874,0.341390
7875,0.228338
7876,0.239969
7877,0.258537
7878,0.196721
7879,0.297004
7880,0.249446
7881,0.236230
7882,0.196570
7883,0.249618
7884,0.201894
7885,0.244154
7886,0.218695
7887,0.208133
7888,0.189296
7889,0.196052
7890,0.246546
7891,0.137197
7892,0.183703
7893,0.167914
7894,0.178424
7895,0.187591
7896,0.215158
7897,0.300787
7898,0.162144
7899,0.186722
7900,0.158274
7901,0.190109
7902,0.213064
7903,0.200119
7904,0.179043
7905,0.367744
7906,0.274855
7907,0.255733
7908,0.231227
7909,0.238387
7910,0.201452
7911,0.253399
7912,0.271357
7913,0.377178
7914,0.289238
7915,0.330954
7916,0.380994
7917,0.284897
7918,0.231201
7919,0.181727
7920,0.227999
7921,0.223830
7922,0.218474
7923,0.255285
7924,0.307688
7925,0.179392
7926,0.198118
7927,0.269403
7928,0.214223
7929,0.194658
7930,0.210134
7931,0.188525
7932,0.203266
7933,0.194584
7934,0.198639
7935,0.179665
7936,0.179032
7937,0.149981
7938,0.198703
7939,0.163367
7940,0.181451
7941,0.172377
7942,0.142867
7943,0.190481
7944,0.183093
7945,0.217353
7946,0.178613
7947,0.174750
7948,0.149593
7949,0.224911
7950,0.184696
7951,0.181069
7952,0.163296
7953,0.162594
7954,0.196278
7955,0.175739
7956,0.185967
7957,0.185592
7958,0.194546
7959,0.174002
7960,0.166062
7961,0.220389
7962,0.185364
7963,0.178922
7964,0.174943
7965,0.151497
7966,0.168946
7967,0.155549
7968,0.192932
7969,0.223102
7970,0.238309
7971,0.214773
7972,0.158620
7973,0.156107
7974,0.227762
7975,0.186878
7976,0.160625
7977,0.178310
7978,0.265267
7979,0.325839
7980,0.213748
7981,0.233330
7982,0.276440
7983,0.232194
7984,0.197998
7985,0.201230
7986,0.211539
7987,0.203568
7988,0.173779
7989,0.217593
7990,0.223516
7991,0.218032
7992,0.219924
7993,0.204940
7994,0.208038
7995,0.215594
7996,0.183360
7997,0.133847
7998,0.196015
7999,0.226065
8000,0.187922
8001,0.183205
8002,0.134656
8003,0.145332
8004,0.229621
8005,0.238001
8006,0.240373
8007,0.229226
8008,0.230837
8009,0.167100
8010,0.202696
8011,0.191127
8012,0.233336
8013,0.240267
8014,0.231318
8015,0.327536
8016,0.182045
8017,0.179627
8018,0.200976
8019,0.187672
8020,0.179612
8021,0.185511
8022,0.219573
8023,0.184963
8024,0.176343
8025,0.179773
8026,0.196365
8027,0.215245
8028,0.207235
8029,0.252596
8030,0.197753
8031,0.178113
8032,0.204838
8033,0.187583
8034,0.151761
8035,0.198065
8036,0.221983
8037,0.172827
8038,0.198165
8039,0.227294
8040,0.212546
8041,0.220137
8042,0.203585
8043,0.179480
8044,0.241590
8045,0.285904
8046,0.151529
8047,0.223391
8048,0.180239
8049,0.169922
8050,0.205514
8051,0.202329
8052,0.146012
8053,0.197821
8054,0.196706
8055,0.198545
8056,0.210610
8057,0.181814
8058,0.216532
8059,0.160902
8060,0.148126
8061,0.175349
8062,0.193835
8063,0.169549
8064,0.154037
8065,0.164312
8066,0.157799
8067,0.210590
8068,0.236685
8069,0.179888
8070,0.139231
8071,0.165230
8072,0.184191
8073,0.334568
8074,0.289870
8075,0.271200
8076,0.254254
8077,0.272717
8078,0.251140
8079,0.290837
8080,0.216056
8081,0.246973
8082,0.263269
8083,0.272783
8084,0.210420
8085,0.205883
8086,0.253496
8087,0.356080
8088,0.300263
8089,0.189756
8090,0.148853
8091,0.192042
8092,0.182163
8093,0.197073
8094,0.160107
8095,0.212629
8096,0.182616
8097,0.136682
8098,0.249441
8099,0.257795
8100,0.238970
8101,0.206228
8102,0.271141
8103,0.274152
8104,0.365421
8105,0.235995
8106,0.205128
8107,0.204928
8108,0.300263
8109,0.231852
8110,0.195390
8111,0.175821
8112,0.198703
8113,0.196336
8114,0.175105
8115,0.138893
8116,0.199607
8117,0.209721
8118,0.171127
8119,0.179960
8120,0.245440
8121,0.234431
8122,0.188298
8123,0.176983
8124,0.230038
8125,0.235744
8126,0.156311
8127,0.163242
8128,0.153388
8129,0.212790
8130,0.145635
8131,0.375028
8132,0.208535
8133,0.245458
